COD_DEIS	Año	Mes	COD_SIGTE	CONSULTAS	CONSULTAS_NUEVA	CONSULTAS_CONTROL	PERTINENTES	NSP	NSP_NUEVA	ALTAS
114610	2018	10	07-055	0	0	0	0	0	0	0
114610	2018	10	07-056	0	0	0	0	0	0	0
114610	2018	10	07-057	0	0	0	0	0	0	0
114610	2018	10	07-058	0	0	0	0	0	0	0
114610	2018	10	07-059	0	0	0	0	0	0	0
114610	2018	10	07-060	0	0	0	0	0	0	0
114610	2018	10	07-061	0	0	0	0	0	0	0
114610	2018	10	07-062	0	0	0	0	0	0	0
114610	2018	10	07-063	0	0	0	0	0	0	0
114610	2018	10	07-064	0	0	0	0	0	0	0
114610	2018	10	07-065	0	0	0	0	0	0	0
114610	2018	10	07-066	0	0	0	0	0	0	0
114610	2018	10	07-067	0	0	0	0	0	0	0
114610	2018	10	07-068	0	0	0	0	0	0	0
114610	2018	11	07-002	0	0	0	0	0	0	0
114610	2018	11	07-003	0	0	0	0	0	0	0
114610	2018	11	07-004	0	0	0	0	0	0	0
114610	2018	11	07-005	0	0	0	0	0	0	0
114610	2018	11	07-006	0	0	0	0	0	0	0
114610	2018	11	07-007	0	0	0	0	0	0	0
114610	2018	11	07-008	0	0	0	0	0	0	0
114610	2018	11	07-009	0	0	0	0	0	0	0
114610	2018	11	07-010	0	0	0	0	0	0	0
114610	2018	11	07-011	0	0	0	0	0	0	0
114610	2018	11	07-012	0	0	0	0	0	0	0
114610	2018	11	07-013	0	0	0	0	0	0	0
114610	2018	11	07-014	0	0	0	0	0	0	0
114610	2018	11	07-015	0	0	0	0	0	0	0
114610	2018	11	07-016	0	0	0	0	0	0	0
114610	2018	11	07-017	0	0	0	0	0	0	0
114610	2018	11	07-018	0	0	0	0	0	0	0
114610	2018	11	07-019	0	0	0	0	0	0	0
114610	2018	11	07-020	0	0	0	0	0	0	0
114610	2018	11	07-021	0	0	0	0	0	0	0
114610	2018	11	07-022	0	0	0	0	0	0	0
114610	2018	11	07-023	0	0	0	0	0	0	0
114610	2018	11	07-025	0	0	0	0	0	0	0
114610	2018	11	07-026	0	0	0	0	0	0	0
114610	2018	11	07-028	0	0	0	0	0	0	0
114610	2018	11	07-029	0	0	0	0	0	0	0
114610	2018	11	07-030	0	0	0	0	0	0	0
114610	2018	11	07-035	0	0	0	0	0	0	0
114610	2018	11	07-037	0	0	0	0	0	0	0
114610	2018	11	07-038	0	0	0	0	0	0	0
114610	2018	11	07-039	0	0	0	0	0	0	0
114610	2018	11	07-040	0	0	0	0	0	0	0
114610	2018	11	07-041	0	0	0	0	0	0	0
114610	2018	11	07-042	0	0	0	0	0	0	0
114610	2018	11	07-044	0	0	0	0	0	0	0
114610	2018	11	07-045	0	0	0	0	0	0	0
114610	2018	11	07-046	0	0	0	0	0	0	0
114610	2018	11	07-047	0	0	0	0	0	0	0
114610	2018	11	07-048	113	0	113	0	38	0	0
114610	2018	11	07-049	132	0	132	0	37	33	0
114610	2018	11	07-051	0	0	0	0	0	0	0
114610	2018	11	07-053	0	0	0	0	0	0	0
114610	2018	11	07-054	0	0	0	0	0	0	0
114610	2018	11	07-055	0	0	0	0	0	0	0
114610	2018	11	07-056	0	0	0	0	0	0	0
114610	2018	11	07-057	0	0	0	0	0	0	0
114610	2018	11	07-058	0	0	0	0	0	0	0
114610	2018	11	07-059	0	0	0	0	0	0	0
114610	2018	11	07-060	0	0	0	0	0	0	0
114610	2018	11	07-061	0	0	0	0	0	0	0
114610	2018	11	07-062	0	0	0	0	0	0	0
114610	2018	11	07-063	0	0	0	0	0	0	0
114610	2018	11	07-064	0	0	0	0	0	0	0
114610	2018	11	07-065	0	0	0	0	0	0	0
114610	2018	11	07-066	0	0	0	0	0	0	0
114610	2018	11	07-067	0	0	0	0	0	0	0
114610	2018	11	07-068	0	0	0	0	0	0	0
114610	2018	12	07-002	0	0	0	0	0	0	0
114610	2018	12	07-003	0	0	0	0	0	0	0
114610	2018	12	07-004	0	0	0	0	0	0	0
114610	2018	12	07-005	0	0	0	0	0	0	0
114610	2018	12	07-006	0	0	0	0	0	0	0
114610	2018	12	07-007	0	0	0	0	0	0	0
114610	2018	12	07-008	0	0	0	0	0	0	0
114610	2018	12	07-009	0	0	0	0	0	0	0
114610	2018	12	07-010	0	0	0	0	0	0	0
114610	2018	12	07-011	0	0	0	0	0	0	0
114610	2018	12	07-012	0	0	0	0	0	0	0
114610	2018	12	07-013	0	0	0	0	0	0	0
114610	2018	12	07-014	0	0	0	0	0	0	0
114610	2018	12	07-015	0	0	0	0	0	0	0
114610	2018	12	07-016	0	0	0	0	0	0	0
114610	2018	12	07-017	0	0	0	0	0	0	0
114610	2018	12	07-018	0	0	0	0	0	0	0
114610	2018	12	07-019	0	0	0	0	0	0	0
114610	2018	12	07-020	0	0	0	0	0	0	0
114610	2018	12	07-021	0	0	0	0	0	0	0
114610	2018	12	07-022	0	0	0	0	0	0	0
114610	2018	12	07-023	0	0	0	0	0	0	0
114610	2018	12	07-025	0	0	0	0	0	0	0
114610	2018	12	07-026	0	0	0	0	0	0	0
114610	2018	12	07-028	0	0	0	0	0	0	0
114610	2018	12	07-029	0	0	0	0	0	0	0
114610	2018	12	07-030	0	0	0	0	0	0	0
114610	2018	12	07-035	0	0	0	0	0	0	0
114610	2018	12	07-037	0	0	0	0	0	0	0
114610	2018	12	07-038	0	0	0	0	0	0	0
114610	2018	12	07-039	0	0	0	0	0	0	0
114610	2018	12	07-040	0	0	0	0	0	0	0
114610	2018	12	07-041	0	0	0	0	0	0	0
114610	2018	12	07-042	0	0	0	0	0	0	0
114610	2018	12	07-044	0	0	0	0	0	0	0
114610	2018	12	07-045	0	0	0	0	0	0	0
114610	2018	12	07-046	0	0	0	0	0	0	0
114610	2018	12	07-047	0	0	0	0	0	0	0
114610	2018	12	07-048	108	0	108	0	47	0	0
114610	2018	12	07-049	103	0	103	4	66	60	5
114610	2018	12	07-051	0	0	0	0	0	0	0
114610	2018	12	07-053	0	0	0	0	0	0	0
114610	2018	12	07-054	0	0	0	0	0	0	0
114610	2018	12	07-055	0	0	0	0	0	0	0
114610	2018	12	07-056	0	0	0	0	0	0	0
114610	2018	12	07-057	0	0	0	0	0	0	0
114610	2018	12	07-058	0	0	0	0	0	0	0
114610	2018	12	07-059	0	0	0	0	0	0	0
114610	2018	12	07-060	0	0	0	0	0	0	0
114610	2018	12	07-061	0	0	0	0	0	0	0
114610	2018	12	07-062	0	0	0	0	0	0	0
114610	2018	12	07-063	0	0	0	0	0	0	0
114610	2018	12	07-064	0	0	0	0	0	0	0
114610	2018	12	07-065	0	0	0	0	0	0	0
114610	2018	12	07-066	0	0	0	0	0	0	0
114610	2018	12	07-067	0	0	0	0	0	0	0
114610	2018	12	07-068	0	0	0	0	0	0	0
114611	2018	1	07-002	0	0	0	0	0	0	0
114611	2018	1	07-003	0	0	0	0	0	0	0
114611	2018	1	07-004	0	0	0	0	0	0	0
114611	2018	1	07-005	0	0	0	0	0	0	0
114611	2018	1	07-006	0	0	0	0	0	0	0
114611	2018	1	07-007	0	0	0	0	0	0	0
114611	2018	1	07-008	0	0	0	0	0	0	0
114611	2018	1	07-009	0	0	0	0	0	0	0
114611	2018	1	07-010	0	0	0	0	0	0	0
114611	2018	1	07-011	0	0	0	0	0	0	0
114611	2018	1	07-012	0	0	0	0	0	0	0
114611	2018	1	07-013	0	0	0	0	0	0	0
114611	2018	1	07-014	0	0	0	0	0	0	0
114611	2018	1	07-015	0	0	0	0	0	0	0
114611	2018	1	07-016	0	0	0	0	0	0	0
114611	2018	1	07-017	0	0	0	0	0	0	0
114611	2018	1	07-018	0	0	0	0	0	0	0
114611	2018	1	07-019	0	0	0	0	0	0	0
114611	2018	1	07-020	0	0	0	0	0	0	0
114611	2018	1	07-021	0	0	0	0	0	0	0
114611	2018	1	07-022	0	0	0	0	0	0	0
114611	2018	1	07-023	0	0	0	0	0	0	0
114611	2018	1	07-025	0	0	0	0	0	0	0
114611	2018	1	07-026	0	0	0	0	0	0	0
114611	2018	1	07-028	0	0	0	0	0	0	0
114611	2018	1	07-029	0	0	0	0	0	0	0
114611	2018	1	07-030	0	0	0	0	0	0	0
114611	2018	1	07-035	0	0	0	0	0	0	0
114611	2018	1	07-037	0	0	0	0	0	0	0
114611	2018	1	07-038	0	0	0	0	0	0	0
114611	2018	1	07-039	0	0	0	0	0	0	0
114611	2018	1	07-040	0	0	0	0	0	0	0
114611	2018	1	07-041	0	0	0	0	0	0	0
114611	2018	1	07-042	0	0	0	0	0	0	0
114611	2018	1	07-044	0	0	0	0	0	0	0
114611	2018	1	07-045	0	0	0	0	0	0	0
114611	2018	1	07-046	0	0	0	0	0	0	0
114611	2018	1	07-047	0	0	0	0	0	0	0
114611	2018	1	07-048	45	0	45	0	3	0	0
114611	2018	1	07-049	0	0	0	0	0	0	0
114611	2018	1	07-051	0	0	0	0	0	0	0
114611	2018	1	07-053	0	0	0	0	0	0	0
114611	2018	1	07-054	0	0	0	0	0	0	0
114611	2018	1	07-055	0	0	0	0	0	0	0
114611	2018	1	07-056	0	0	0	0	0	0	0
114611	2018	1	07-057	0	0	0	0	0	0	0
114611	2018	1	07-058	0	0	0	0	0	0	0
114611	2018	1	07-059	0	0	0	0	0	0	0
114611	2018	1	07-060	0	0	0	0	0	0	0
114611	2018	1	07-061	0	0	0	0	0	0	0
114611	2018	1	07-062	0	0	0	0	0	0	0
114611	2018	1	07-063	0	0	0	0	0	0	0
114611	2018	1	07-064	0	0	0	0	0	0	0
114611	2018	1	07-065	0	0	0	0	0	0	0
114611	2018	1	07-066	0	0	0	0	0	0	0
114611	2018	1	07-067	0	0	0	0	0	0	0
114611	2018	1	07-068	0	0	0	0	0	0	0
114611	2018	2	07-002	0	0	0	0	0	0	0
114611	2018	2	07-003	0	0	0	0	0	0	0
114611	2018	2	07-004	0	0	0	0	0	0	0
114611	2018	2	07-005	0	0	0	0	0	0	0
114611	2018	2	07-006	0	0	0	0	0	0	0
114611	2018	2	07-007	0	0	0	0	0	0	0
114611	2018	2	07-008	0	0	0	0	0	0	0
114611	2018	2	07-009	0	0	0	0	0	0	0
114611	2018	2	07-010	0	0	0	0	0	0	0
114611	2018	2	07-011	0	0	0	0	0	0	0
114611	2018	2	07-012	0	0	0	0	0	0	0
114611	2018	2	07-013	0	0	0	0	0	0	0
114611	2018	2	07-014	0	0	0	0	0	0	0
114611	2018	2	07-015	0	0	0	0	0	0	0
114611	2018	2	07-016	0	0	0	0	0	0	0
114611	2018	2	07-017	0	0	0	0	0	0	0
114611	2018	2	07-018	0	0	0	0	0	0	0
114611	2018	2	07-019	0	0	0	0	0	0	0
114611	2018	2	07-020	0	0	0	0	0	0	0
114611	2018	2	07-021	0	0	0	0	0	0	0
114611	2018	2	07-022	0	0	0	0	0	0	0
114611	2018	2	07-023	0	0	0	0	0	0	0
114611	2018	2	07-025	0	0	0	0	0	0	0
114611	2018	2	07-026	0	0	0	0	0	0	0
114611	2018	2	07-028	0	0	0	0	0	0	0
114611	2018	2	07-029	0	0	0	0	0	0	0
114611	2018	2	07-030	0	0	0	0	0	0	0
114611	2018	2	07-035	0	0	0	0	0	0	0
114611	2018	2	07-037	0	0	0	0	0	0	0
114611	2018	2	07-038	0	0	0	0	0	0	0
114611	2018	2	07-039	0	0	0	0	0	0	0
114611	2018	2	07-040	0	0	0	0	0	0	0
114611	2018	2	07-041	0	0	0	0	0	0	0
114611	2018	2	07-042	0	0	0	0	0	0	0
114611	2018	2	07-044	0	0	0	0	0	0	0
114611	2018	2	07-045	0	0	0	0	0	0	0
114611	2018	2	07-046	0	0	0	0	0	0	0
114611	2018	2	07-047	0	0	0	0	0	0	0
114611	2018	2	07-048	15	0	15	0	2	0	0
114611	2018	2	07-049	0	0	0	0	0	0	0
114611	2018	2	07-051	0	0	0	0	0	0	0
114611	2018	2	07-053	0	0	0	0	0	0	0
114611	2018	2	07-054	0	0	0	0	0	0	0
114611	2018	2	07-055	0	0	0	0	0	0	0
114611	2018	2	07-056	0	0	0	0	0	0	0
114611	2018	2	07-057	0	0	0	0	0	0	0
114611	2018	2	07-058	0	0	0	0	0	0	0
114611	2018	2	07-059	0	0	0	0	0	0	0
114611	2018	2	07-060	0	0	0	0	0	0	0
114611	2018	2	07-061	0	0	0	0	0	0	0
114611	2018	2	07-062	0	0	0	0	0	0	0
114611	2018	2	07-063	0	0	0	0	0	0	0
114611	2018	2	07-064	0	0	0	0	0	0	0
114611	2018	2	07-065	0	0	0	0	0	0	0
114611	2018	2	07-066	0	0	0	0	0	0	0
114611	2018	2	07-067	0	0	0	0	0	0	0
114611	2018	2	07-068	0	0	0	0	0	0	0
114611	2018	3	07-002	0	0	0	0	0	0	0
114611	2018	3	07-003	0	0	0	0	0	0	0
114611	2018	3	07-004	0	0	0	0	0	0	0
114611	2018	3	07-005	0	0	0	0	0	0	0
114611	2018	3	07-006	0	0	0	0	0	0	0
114611	2018	3	07-007	0	0	0	0	0	0	0
114611	2018	3	07-008	0	0	0	0	0	0	0
114611	2018	3	07-009	0	0	0	0	0	0	0
114611	2018	3	07-010	0	0	0	0	0	0	0
114611	2018	3	07-011	0	0	0	0	0	0	0
114611	2018	3	07-012	0	0	0	0	0	0	0
114611	2018	3	07-013	0	0	0	0	0	0	0
114611	2018	3	07-014	0	0	0	0	0	0	0
114611	2018	3	07-015	0	0	0	0	0	0	0
114611	2018	3	07-016	0	0	0	0	0	0	0
114611	2018	3	07-017	0	0	0	0	0	0	0
114611	2018	3	07-018	0	0	0	0	0	0	0
114611	2018	3	07-019	0	0	0	0	0	0	0
114611	2018	3	07-020	0	0	0	0	0	0	0
114611	2018	3	07-021	0	0	0	0	0	0	0
114611	2018	3	07-022	0	0	0	0	0	0	0
114611	2018	3	07-023	0	0	0	0	0	0	0
114611	2018	3	07-025	0	0	0	0	0	0	0
114611	2018	3	07-026	0	0	0	0	0	0	0
114611	2018	3	07-028	0	0	0	0	0	0	0
114611	2018	3	07-029	0	0	0	0	0	0	0
114611	2018	3	07-030	0	0	0	0	0	0	0
114611	2018	3	07-035	0	0	0	0	0	0	0
114611	2018	3	07-037	0	0	0	0	0	0	0
114611	2018	3	07-038	0	0	0	0	0	0	0
114611	2018	3	07-039	0	0	0	0	0	0	0
114611	2018	3	07-040	0	0	0	0	0	0	0
114611	2018	3	07-041	0	0	0	0	0	0	0
114611	2018	3	07-042	0	0	0	0	0	0	0
114611	2018	3	07-044	0	0	0	0	0	0	0
114611	2018	3	07-045	0	0	0	0	0	0	0
114611	2018	3	07-046	0	0	0	0	0	0	0
114611	2018	3	07-047	0	0	0	0	0	0	0
114611	2018	3	07-048	38	0	38	0	4	0	0
114611	2018	3	07-049	0	0	0	0	0	0	0
114611	2018	3	07-051	0	0	0	0	0	0	0
114611	2018	3	07-053	0	0	0	0	0	0	0
114611	2018	3	07-054	0	0	0	0	0	0	0
114611	2018	3	07-055	0	0	0	0	0	0	0
114611	2018	3	07-056	0	0	0	0	0	0	0
114611	2018	3	07-057	0	0	0	0	0	0	0
114611	2018	3	07-058	0	0	0	0	0	0	0
114611	2018	3	07-059	0	0	0	0	0	0	0
114611	2018	3	07-060	0	0	0	0	0	0	0
114611	2018	3	07-061	0	0	0	0	0	0	0
114611	2018	3	07-062	0	0	0	0	0	0	0
114611	2018	3	07-063	0	0	0	0	0	0	0
114611	2018	3	07-064	0	0	0	0	0	0	0
114611	2018	3	07-065	0	0	0	0	0	0	0
114611	2018	3	07-066	0	0	0	0	0	0	0
114611	2018	3	07-067	0	0	0	0	0	0	0
114611	2018	3	07-068	0	0	0	0	0	0	0
114611	2018	4	07-002	0	0	0	0	0	0	0
114611	2018	4	07-003	0	0	0	0	0	0	0
114611	2018	4	07-004	0	0	0	0	0	0	0
114611	2018	4	07-005	0	0	0	0	0	0	0
114611	2018	4	07-006	0	0	0	0	0	0	0
114611	2018	4	07-007	0	0	0	0	0	0	0
114611	2018	4	07-008	0	0	0	0	0	0	0
114611	2018	4	07-009	0	0	0	0	0	0	0
114611	2018	4	07-010	0	0	0	0	0	0	0
114611	2018	4	07-011	0	0	0	0	0	0	0
114611	2018	4	07-012	0	0	0	0	0	0	0
114611	2018	4	07-013	0	0	0	0	0	0	0
114611	2018	4	07-014	0	0	0	0	0	0	0
114611	2018	4	07-015	0	0	0	0	0	0	0
114611	2018	4	07-016	0	0	0	0	0	0	0
114611	2018	4	07-017	0	0	0	0	0	0	0
114611	2018	4	07-018	0	0	0	0	0	0	0
114611	2018	4	07-019	0	0	0	0	0	0	0
114611	2018	4	07-020	0	0	0	0	0	0	0
114611	2018	4	07-021	0	0	0	0	0	0	0
114611	2018	4	07-022	0	0	0	0	0	0	0
114611	2018	4	07-023	0	0	0	0	0	0	0
114611	2018	4	07-025	0	0	0	0	0	0	0
114611	2018	4	07-026	0	0	0	0	0	0	0
114611	2018	4	07-028	0	0	0	0	0	0	0
114611	2018	4	07-029	0	0	0	0	0	0	0
114611	2018	4	07-030	0	0	0	0	0	0	0
114611	2018	4	07-035	0	0	0	0	0	0	0
114611	2018	4	07-037	0	0	0	0	0	0	0
114611	2018	4	07-038	0	0	0	0	0	0	0
114611	2018	4	07-039	0	0	0	0	0	0	0
114611	2018	4	07-040	0	0	0	0	0	0	0
114611	2018	4	07-041	0	0	0	0	0	0	0
114611	2018	4	07-042	0	0	0	0	0	0	0
114611	2018	4	07-044	0	0	0	0	0	0	0
114611	2018	4	07-045	0	0	0	0	0	0	0
114611	2018	4	07-046	0	0	0	0	0	0	0
114611	2018	4	07-047	0	0	0	0	0	0	0
114611	2018	4	07-048	35	0	35	0	3	0	0
114611	2018	4	07-049	0	0	0	0	0	0	0
114611	2018	4	07-051	0	0	0	0	0	0	0
114611	2018	4	07-053	0	0	0	0	0	0	0
114611	2018	4	07-054	0	0	0	0	0	0	0
114611	2018	4	07-055	0	0	0	0	0	0	0
114611	2018	4	07-056	0	0	0	0	0	0	0
114611	2018	4	07-057	0	0	0	0	0	0	0
114611	2018	4	07-058	0	0	0	0	0	0	0
114611	2018	4	07-059	0	0	0	0	0	0	0
114611	2018	4	07-060	0	0	0	0	0	0	0
114611	2018	4	07-061	0	0	0	0	0	0	0
114611	2018	4	07-062	0	0	0	0	0	0	0
114611	2018	4	07-063	0	0	0	0	0	0	0
114611	2018	4	07-064	0	0	0	0	0	0	0
114611	2018	4	07-065	0	0	0	0	0	0	0
114611	2018	4	07-066	0	0	0	0	0	0	0
114611	2018	4	07-067	0	0	0	0	0	0	0
114611	2018	4	07-068	0	0	0	0	0	0	0
114611	2018	5	07-002	0	0	0	0	0	0	0
114611	2018	5	07-003	0	0	0	0	0	0	0
114611	2018	5	07-004	0	0	0	0	0	0	0
114611	2018	5	07-005	0	0	0	0	0	0	0
114611	2018	5	07-006	0	0	0	0	0	0	0
114611	2018	5	07-007	0	0	0	0	0	0	0
114611	2018	5	07-008	0	0	0	0	0	0	0
114611	2018	5	07-009	0	0	0	0	0	0	0
114611	2018	5	07-010	0	0	0	0	0	0	0
114611	2018	5	07-011	0	0	0	0	0	0	0
114611	2018	5	07-012	0	0	0	0	0	0	0
114611	2018	5	07-013	0	0	0	0	0	0	0
114611	2018	5	07-014	0	0	0	0	0	0	0
114611	2018	5	07-015	0	0	0	0	0	0	0
114611	2018	5	07-016	0	0	0	0	0	0	0
114611	2018	5	07-017	0	0	0	0	0	0	0
114611	2018	5	07-018	0	0	0	0	0	0	0
114611	2018	5	07-019	0	0	0	0	0	0	0
114611	2018	5	07-020	0	0	0	0	0	0	0
114611	2018	5	07-021	0	0	0	0	0	0	0
114611	2018	5	07-022	0	0	0	0	0	0	0
114611	2018	5	07-023	0	0	0	0	0	0	0
114611	2018	5	07-025	0	0	0	0	0	0	0
114611	2018	5	07-026	0	0	0	0	0	0	0
114611	2018	5	07-028	0	0	0	0	0	0	0
114611	2018	5	07-029	0	0	0	0	0	0	0
114611	2018	5	07-030	0	0	0	0	0	0	0
114611	2018	5	07-035	0	0	0	0	0	0	0
114611	2018	5	07-037	0	0	0	0	0	0	0
114611	2018	5	07-038	0	0	0	0	0	0	0
114611	2018	5	07-039	0	0	0	0	0	0	0
114611	2018	5	07-040	0	0	0	0	0	0	0
114611	2018	5	07-041	0	0	0	0	0	0	0
114611	2018	5	07-042	0	0	0	0	0	0	0
114611	2018	5	07-044	0	0	0	0	0	0	0
114611	2018	5	07-045	0	0	0	0	0	0	0
114611	2018	5	07-046	0	0	0	0	0	0	0
114611	2018	5	07-047	0	0	0	0	0	0	0
114611	2018	5	07-048	31	0	31	0	4	0	0
114611	2018	5	07-049	0	0	0	0	0	0	0
114611	2018	5	07-051	0	0	0	0	0	0	0
114611	2018	5	07-053	0	0	0	0	0	0	0
114611	2018	5	07-054	0	0	0	0	0	0	0
114611	2018	5	07-055	0	0	0	0	0	0	0
114611	2018	5	07-056	0	0	0	0	0	0	0
114611	2018	5	07-057	0	0	0	0	0	0	0
114611	2018	5	07-058	0	0	0	0	0	0	0
114611	2018	5	07-059	0	0	0	0	0	0	0
114611	2018	5	07-060	0	0	0	0	0	0	0
114611	2018	5	07-061	0	0	0	0	0	0	0
114611	2018	5	07-062	0	0	0	0	0	0	0
114611	2018	5	07-063	0	0	0	0	0	0	0
114611	2018	5	07-064	0	0	0	0	0	0	0
114611	2018	5	07-065	0	0	0	0	0	0	0
114611	2018	5	07-066	0	0	0	0	0	0	0
114611	2018	5	07-067	0	0	0	0	0	0	0
114611	2018	5	07-068	0	0	0	0	0	0	0
114611	2018	6	07-002	0	0	0	0	0	0	0
114611	2018	6	07-003	0	0	0	0	0	0	0
114611	2018	6	07-004	0	0	0	0	0	0	0
114611	2018	6	07-005	0	0	0	0	0	0	0
114611	2018	6	07-006	0	0	0	0	0	0	0
114611	2018	6	07-007	0	0	0	0	0	0	0
114611	2018	6	07-008	0	0	0	0	0	0	0
114611	2018	6	07-009	0	0	0	0	0	0	0
114611	2018	6	07-010	0	0	0	0	0	0	0
114611	2018	6	07-011	0	0	0	0	0	0	0
114611	2018	6	07-012	0	0	0	0	0	0	0
114611	2018	6	07-013	0	0	0	0	0	0	0
114611	2018	6	07-014	0	0	0	0	0	0	0
114611	2018	6	07-015	0	0	0	0	0	0	0
114611	2018	6	07-016	0	0	0	0	0	0	0
114611	2018	6	07-017	0	0	0	0	0	0	0
114611	2018	6	07-018	0	0	0	0	0	0	0
114611	2018	6	07-019	0	0	0	0	0	0	0
114611	2018	6	07-020	0	0	0	0	0	0	0
114611	2018	6	07-021	0	0	0	0	0	0	0
114611	2018	6	07-022	0	0	0	0	0	0	0
114611	2018	6	07-023	0	0	0	0	0	0	0
114611	2018	6	07-025	0	0	0	0	0	0	0
114611	2018	6	07-026	0	0	0	0	0	0	0
114611	2018	6	07-028	0	0	0	0	0	0	0
114611	2018	6	07-029	0	0	0	0	0	0	0
114611	2018	6	07-030	0	0	0	0	0	0	0
114611	2018	6	07-035	0	0	0	0	0	0	0
114611	2018	6	07-037	0	0	0	0	0	0	0
114611	2018	6	07-038	0	0	0	0	0	0	0
114611	2018	6	07-039	0	0	0	0	0	0	0
114611	2018	6	07-040	0	0	0	0	0	0	0
114611	2018	6	07-041	0	0	0	0	0	0	0
114611	2018	6	07-042	0	0	0	0	0	0	0
114611	2018	6	07-044	0	0	0	0	0	0	0
114611	2018	6	07-045	0	0	0	0	0	0	0
114611	2018	6	07-046	0	0	0	0	0	0	0
114611	2018	6	07-047	0	0	0	0	0	0	0
114611	2018	6	07-048	17	0	17	0	2	0	0
114611	2018	6	07-049	0	0	0	0	0	0	0
114611	2018	6	07-051	0	0	0	0	0	0	0
114611	2018	6	07-053	0	0	0	0	0	0	0
114611	2018	6	07-054	0	0	0	0	0	0	0
114611	2018	6	07-055	0	0	0	0	0	0	0
114611	2018	6	07-056	0	0	0	0	0	0	0
114611	2018	6	07-057	0	0	0	0	0	0	0
114611	2018	6	07-058	0	0	0	0	0	0	0
114611	2018	6	07-059	0	0	0	0	0	0	0
114611	2018	6	07-060	0	0	0	0	0	0	0
114611	2018	6	07-061	0	0	0	0	0	0	0
114611	2018	6	07-062	0	0	0	0	0	0	0
114611	2018	6	07-063	0	0	0	0	0	0	0
114611	2018	6	07-064	0	0	0	0	0	0	0
114611	2018	6	07-065	0	0	0	0	0	0	0
114611	2018	6	07-066	0	0	0	0	0	0	0
114611	2018	6	07-067	0	0	0	0	0	0	0
114611	2018	6	07-068	0	0	0	0	0	0	0
114611	2018	7	07-002	0	0	0	0	0	0	0
114611	2018	7	07-003	0	0	0	0	0	0	0
114611	2018	7	07-004	0	0	0	0	0	0	0
114611	2018	7	07-005	0	0	0	0	0	0	0
114611	2018	7	07-006	0	0	0	0	0	0	0
114611	2018	7	07-007	0	0	0	0	0	0	0
114611	2018	7	07-008	0	0	0	0	0	0	0
114611	2018	7	07-009	0	0	0	0	0	0	0
114611	2018	7	07-010	0	0	0	0	0	0	0
114611	2018	7	07-011	0	0	0	0	0	0	0
114611	2018	7	07-012	0	0	0	0	0	0	0
114611	2018	7	07-013	0	0	0	0	0	0	0
114611	2018	7	07-014	0	0	0	0	0	0	0
114611	2018	7	07-015	0	0	0	0	0	0	0
114611	2018	7	07-016	0	0	0	0	0	0	0
114611	2018	7	07-017	0	0	0	0	0	0	0
114611	2018	7	07-018	0	0	0	0	0	0	0
114611	2018	7	07-019	0	0	0	0	0	0	0
114611	2018	7	07-020	0	0	0	0	0	0	0
114611	2018	7	07-021	0	0	0	0	0	0	0
114611	2018	7	07-022	0	0	0	0	0	0	0
114611	2018	7	07-023	0	0	0	0	0	0	0
114611	2018	7	07-025	0	0	0	0	0	0	0
114611	2018	7	07-026	0	0	0	0	0	0	0
114611	2018	7	07-028	0	0	0	0	0	0	0
114611	2018	7	07-029	0	0	0	0	0	0	0
114611	2018	7	07-030	0	0	0	0	0	0	0
114611	2018	7	07-035	0	0	0	0	0	0	0
114611	2018	7	07-037	0	0	0	0	0	0	0
114611	2018	7	07-038	0	0	0	0	0	0	0
114611	2018	7	07-039	0	0	0	0	0	0	0
114611	2018	7	07-040	0	0	0	0	0	0	0
114611	2018	7	07-041	0	0	0	0	0	0	0
114611	2018	7	07-042	0	0	0	0	0	0	0
114611	2018	7	07-044	0	0	0	0	0	0	0
114611	2018	7	07-045	0	0	0	0	0	0	0
114611	2018	7	07-046	0	0	0	0	0	0	0
114611	2018	7	07-047	0	0	0	0	0	0	0
114611	2018	7	07-048	26	0	26	0	4	0	0
114611	2018	7	07-049	0	0	0	0	0	0	0
114611	2018	7	07-051	0	0	0	0	0	0	0
114611	2018	7	07-053	0	0	0	0	0	0	0
114611	2018	7	07-054	0	0	0	0	0	0	0
114611	2018	7	07-055	0	0	0	0	0	0	0
114611	2018	7	07-056	0	0	0	0	0	0	0
114611	2018	7	07-057	0	0	0	0	0	0	0
114611	2018	7	07-058	0	0	0	0	0	0	0
114611	2018	7	07-059	0	0	0	0	0	0	0
114611	2018	7	07-060	0	0	0	0	0	0	0
114611	2018	7	07-061	0	0	0	0	0	0	0
114611	2018	7	07-062	0	0	0	0	0	0	0
114611	2018	7	07-063	0	0	0	0	0	0	0
114611	2018	7	07-064	0	0	0	0	0	0	0
114611	2018	7	07-065	0	0	0	0	0	0	0
114611	2018	7	07-066	0	0	0	0	0	0	0
114611	2018	7	07-067	0	0	0	0	0	0	0
114611	2018	7	07-068	0	0	0	0	0	0	0
114611	2018	8	07-002	0	0	0	0	0	0	0
114611	2018	8	07-003	0	0	0	0	0	0	0
114611	2018	8	07-004	0	0	0	0	0	0	0
114611	2018	8	07-005	0	0	0	0	0	0	0
114611	2018	8	07-006	0	0	0	0	0	0	0
114611	2018	8	07-007	0	0	0	0	0	0	0
114611	2018	8	07-008	0	0	0	0	0	0	0
114611	2018	8	07-009	0	0	0	0	0	0	0
