COD_DEIS	Año	Mes	COD_SIGTE	CONSULTAS	CONSULTAS_NUEVA	CONSULTAS_CONTROL	PERTINENTES	NSP	NSP_NUEVA	ALTAS
114612	2020	4	07-002	0	0	0	0	0	0	0
114612	2020	4	07-003	0	0	0	0	0	0	0
114612	2020	4	07-004	0	0	0	0	0	0	0
114612	2020	4	07-005	0	0	0	0	0	0	0
114612	2020	4	07-006	0	0	0	0	0	0	0
114612	2020	4	07-007	0	0	0	0	0	0	0
114612	2020	4	07-008	0	0	0	0	0	0	0
114612	2020	4	07-009	0	0	0	0	0	0	0
114612	2020	4	07-010	0	0	0	0	0	0	0
114612	2020	4	07-011	0	0	0	0	0	0	0
114612	2020	4	07-012	0	0	0	0	0	0	0
114612	2020	4	07-013	0	0	0	0	0	0	0
114612	2020	4	07-014	0	0	0	0	0	0	0
114612	2020	4	07-015	0	0	0	0	0	0	0
114612	2020	4	07-016	0	0	0	0	0	0	0
114612	2020	4	07-017	0	0	0	0	0	0	0
114612	2020	4	07-018	0	0	0	0	0	0	0
114612	2020	4	07-019	0	0	0	0	0	0	0
114612	2020	4	07-020	0	0	0	0	0	0	0
114612	2020	4	07-021	0	0	0	0	0	0	0
114612	2020	4	07-022	0	0	0	0	0	0	0
114612	2020	4	07-023	0	0	0	0	0	0	0
114612	2020	4	07-024	0	0	0	0	0	0	0
114612	2020	4	07-025	0	0	0	0	0	0	0
114612	2020	4	07-026	0	0	0	0	0	0	0
114612	2020	4	07-028	0	0	0	0	0	0	0
114612	2020	4	07-028-x	0	0	0	0	0	0	0
114612	2020	4	07-029	0	0	0	0	0	0	0
114612	2020	4	07-030	0	0	0	0	0	0	0
114612	2020	4	07-035	0	0	0	0	0	0	0
114612	2020	4	07-037	0	0	0	0	0	0	0
114612	2020	4	07-038	0	0	0	0	0	0	0
114612	2020	4	07-039	0	0	0	0	0	0	0
114612	2020	4	07-040	0	0	0	0	0	0	0
114612	2020	4	07-041	0	0	0	0	0	0	0
114612	2020	4	07-042	0	0	0	0	0	0	0
114612	2020	4	07-044	0	0	0	0	0	0	0
114612	2020	4	07-045	0	0	0	0	0	0	0
114612	2020	4	07-046	0	0	0	0	0	0	0
114612	2020	4	07-047	0	0	0	0	0	0	0
114612	2020	4	07-048	77	0	77	0	0	0	0
114612	2020	4	07-049	25	0	25	0	0	0	0
114612	2020	4	07-050	0	0	0	0	0	0	0
114612	2020	4	07-051	0	0	0	0	0	0	0
114612	2020	4	07-053	0	0	0	0	0	0	0
114612	2020	4	07-054	0	0	0	0	0	0	0
114612	2020	4	07-055	0	0	0	0	0	0	0
114612	2020	4	07-056	0	0	0	0	0	0	0
114612	2020	4	07-057	0	0	0	0	0	0	0
114612	2020	4	07-058	0	0	0	0	0	0	0
114612	2020	4	07-059	0	0	0	0	0	0	0
114612	2020	4	07-060	0	0	0	0	0	0	0
114612	2020	4	07-061	0	0	0	0	0	0	0
114612	2020	4	07-062	0	0	0	0	0	0	0
114612	2020	4	07-063	0	0	0	0	0	0	0
114612	2020	4	07-064	0	0	0	0	0	0	0
114612	2020	4	07-065	0	0	0	0	0	0	0
114612	2020	4	07-066	0	0	0	0	0	0	0
114612	2020	4	07-067	0	0	0	0	0	0	0
114612	2020	4	07-068	0	0	0	0	0	0	0
114612	2020	5	07-002	0	0	0	0	0	0	0
114612	2020	5	07-003	0	0	0	0	0	0	0
114612	2020	5	07-004	0	0	0	0	0	0	0
114612	2020	5	07-005	0	0	0	0	0	0	0
114612	2020	5	07-006	0	0	0	0	0	0	0
114612	2020	5	07-007	0	0	0	0	0	0	0
114612	2020	5	07-008	0	0	0	0	0	0	0
114612	2020	5	07-009	0	0	0	0	0	0	0
114612	2020	5	07-010	0	0	0	0	0	0	0
114612	2020	5	07-011	0	0	0	0	0	0	0
114612	2020	5	07-012	0	0	0	0	0	0	0
114612	2020	5	07-013	0	0	0	0	0	0	0
114612	2020	5	07-014	0	0	0	0	0	0	0
114612	2020	5	07-015	0	0	0	0	0	0	0
114612	2020	5	07-016	0	0	0	0	0	0	0
114612	2020	5	07-017	0	0	0	0	0	0	0
114612	2020	5	07-018	0	0	0	0	0	0	0
114612	2020	5	07-019	0	0	0	0	0	0	0
114612	2020	5	07-020	0	0	0	0	0	0	0
114612	2020	5	07-021	0	0	0	0	0	0	0
114612	2020	5	07-022	0	0	0	0	0	0	0
114612	2020	5	07-023	0	0	0	0	0	0	0
114612	2020	5	07-024	0	0	0	0	0	0	0
114612	2020	5	07-025	0	0	0	0	0	0	0
114612	2020	5	07-026	0	0	0	0	0	0	0
114612	2020	5	07-028	0	0	0	0	0	0	0
114612	2020	5	07-028-x	0	0	0	0	0	0	0
114612	2020	5	07-029	0	0	0	0	0	0	0
114612	2020	5	07-030	0	0	0	0	0	0	0
114612	2020	5	07-035	0	0	0	0	0	0	0
114612	2020	5	07-037	0	0	0	0	0	0	0
114612	2020	5	07-038	0	0	0	0	0	0	0
114612	2020	5	07-039	0	0	0	0	0	0	0
114612	2020	5	07-040	0	0	0	0	0	0	0
114612	2020	5	07-041	0	0	0	0	0	0	0
114612	2020	5	07-042	0	0	0	0	0	0	0
114612	2020	5	07-044	0	0	0	0	0	0	0
114612	2020	5	07-045	0	0	0	0	0	0	0
114612	2020	5	07-046	0	0	0	0	0	0	0
114612	2020	5	07-047	0	0	0	0	0	0	0
114612	2020	5	07-048	46	0	46	0	0	0	0
114612	2020	5	07-049	24	0	24	0	0	0	0
114612	2020	5	07-050	0	0	0	0	0	0	0
114612	2020	5	07-051	0	0	0	0	0	0	0
114612	2020	5	07-053	0	0	0	0	0	0	0
114612	2020	5	07-054	0	0	0	0	0	0	0
114612	2020	5	07-055	0	0	0	0	0	0	0
114612	2020	5	07-056	0	0	0	0	0	0	0
114612	2020	5	07-057	0	0	0	0	0	0	0
114612	2020	5	07-058	0	0	0	0	0	0	0
114612	2020	5	07-059	0	0	0	0	0	0	0
114612	2020	5	07-060	0	0	0	0	0	0	0
114612	2020	5	07-061	0	0	0	0	0	0	0
114612	2020	5	07-062	0	0	0	0	0	0	0
114612	2020	5	07-063	0	0	0	0	0	0	0
114612	2020	5	07-064	0	0	0	0	0	0	0
114612	2020	5	07-065	0	0	0	0	0	0	0
114612	2020	5	07-066	0	0	0	0	0	0	0
114612	2020	5	07-067	0	0	0	0	0	0	0
114612	2020	5	07-068	0	0	0	0	0	0	0
114612	2020	6	07-002	0	0	0	0	0	0	0
114612	2020	6	07-003	0	0	0	0	0	0	0
114612	2020	6	07-004	0	0	0	0	0	0	0
114612	2020	6	07-005	0	0	0	0	0	0	0
114612	2020	6	07-006	0	0	0	0	0	0	0
114612	2020	6	07-007	0	0	0	0	0	0	0
114612	2020	6	07-008	0	0	0	0	0	0	0
114612	2020	6	07-009	0	0	0	0	0	0	0
114612	2020	6	07-010	0	0	0	0	0	0	0
114612	2020	6	07-011	0	0	0	0	0	0	0
114612	2020	6	07-012	0	0	0	0	0	0	0
114612	2020	6	07-013	0	0	0	0	0	0	0
114612	2020	6	07-014	0	0	0	0	0	0	0
114612	2020	6	07-015	0	0	0	0	0	0	0
114612	2020	6	07-016	0	0	0	0	0	0	0
114612	2020	6	07-017	0	0	0	0	0	0	0
114612	2020	6	07-018	0	0	0	0	0	0	0
114612	2020	6	07-019	0	0	0	0	0	0	0
114612	2020	6	07-020	0	0	0	0	0	0	0
114612	2020	6	07-021	0	0	0	0	0	0	0
114612	2020	6	07-022	0	0	0	0	0	0	0
114612	2020	6	07-023	0	0	0	0	0	0	0
114612	2020	6	07-024	0	0	0	0	0	0	0
114612	2020	6	07-025	0	0	0	0	0	0	0
114612	2020	6	07-026	0	0	0	0	0	0	0
114612	2020	6	07-028	0	0	0	0	0	0	0
114612	2020	6	07-028-x	0	0	0	0	0	0	0
114612	2020	6	07-029	0	0	0	0	0	0	0
114612	2020	6	07-030	0	0	0	0	0	0	0
114612	2020	6	07-035	0	0	0	0	0	0	0
114612	2020	6	07-037	0	0	0	0	0	0	0
114612	2020	6	07-038	0	0	0	0	0	0	0
114612	2020	6	07-039	0	0	0	0	0	0	0
114612	2020	6	07-040	0	0	0	0	0	0	0
114612	2020	6	07-041	0	0	0	0	0	0	0
114612	2020	6	07-042	0	0	0	0	0	0	0
114612	2020	6	07-044	0	0	0	0	0	0	0
114612	2020	6	07-045	0	0	0	0	0	0	0
114612	2020	6	07-046	0	0	0	0	0	0	0
114612	2020	6	07-047	0	0	0	0	0	0	0
114612	2020	6	07-048	94	0	94	0	0	0	0
114612	2020	6	07-049	27	0	27	0	0	0	0
114612	2020	6	07-050	0	0	0	0	0	0	0
114612	2020	6	07-051	0	0	0	0	0	0	0
114612	2020	6	07-053	0	0	0	0	0	0	0
114612	2020	6	07-054	0	0	0	0	0	0	0
114612	2020	6	07-055	0	0	0	0	0	0	0
114612	2020	6	07-056	0	0	0	0	0	0	0
114612	2020	6	07-057	0	0	0	0	0	0	0
114612	2020	6	07-058	0	0	0	0	0	0	0
114612	2020	6	07-059	0	0	0	0	0	0	0
114612	2020	6	07-060	0	0	0	0	0	0	0
114612	2020	6	07-061	0	0	0	0	0	0	0
114612	2020	6	07-062	0	0	0	0	0	0	0
114612	2020	6	07-063	0	0	0	0	0	0	0
114612	2020	6	07-064	0	0	0	0	0	0	0
114612	2020	6	07-065	0	0	0	0	0	0	0
114612	2020	6	07-066	0	0	0	0	0	0	0
114612	2020	6	07-067	0	0	0	0	0	0	0
114612	2020	6	07-068	0	0	0	0	0	0	0
114612	2020	7	07-002	0	0	0	0	0	0	0
114612	2020	7	07-003	0	0	0	0	0	0	0
114612	2020	7	07-004	0	0	0	0	0	0	0
114612	2020	7	07-005	0	0	0	0	0	0	0
114612	2020	7	07-006	0	0	0	0	0	0	0
114612	2020	7	07-007	0	0	0	0	0	0	0
114612	2020	7	07-008	0	0	0	0	0	0	0
114612	2020	7	07-009	0	0	0	0	0	0	0
114612	2020	7	07-010	0	0	0	0	0	0	0
114612	2020	7	07-011	0	0	0	0	0	0	0
114612	2020	7	07-012	0	0	0	0	0	0	0
114612	2020	7	07-013	0	0	0	0	0	0	0
114612	2020	7	07-014	0	0	0	0	0	0	0
114612	2020	7	07-015	0	0	0	0	0	0	0
114612	2020	7	07-016	0	0	0	0	0	0	0
114612	2020	7	07-017	0	0	0	0	0	0	0
114612	2020	7	07-018	0	0	0	0	0	0	0
114612	2020	7	07-019	0	0	0	0	0	0	0
114612	2020	7	07-020	0	0	0	0	0	0	0
114612	2020	7	07-021	0	0	0	0	0	0	0
114612	2020	7	07-022	0	0	0	0	0	0	0
114612	2020	7	07-023	0	0	0	0	0	0	0
114612	2020	7	07-024	0	0	0	0	0	0	0
114612	2020	7	07-025	0	0	0	0	0	0	0
114612	2020	7	07-026	0	0	0	0	0	0	0
114612	2020	7	07-028	0	0	0	0	0	0	0
114612	2020	7	07-028-x	0	0	0	0	0	0	0
114612	2020	7	07-029	0	0	0	0	0	0	0
114612	2020	7	07-030	0	0	0	0	0	0	0
114612	2020	7	07-035	0	0	0	0	0	0	0
114612	2020	7	07-037	0	0	0	0	0	0	0
114612	2020	7	07-038	0	0	0	0	0	0	0
114612	2020	7	07-039	0	0	0	0	0	0	0
114612	2020	7	07-040	0	0	0	0	0	0	0
114612	2020	7	07-041	0	0	0	0	0	0	0
114612	2020	7	07-042	0	0	0	0	0	0	0
114612	2020	7	07-044	0	0	0	0	0	0	0
114612	2020	7	07-045	0	0	0	0	0	0	0
114612	2020	7	07-046	0	0	0	0	0	0	0
114612	2020	7	07-047	0	0	0	0	0	0	0
114612	2020	7	07-048	78	0	78	0	0	0	0
114612	2020	7	07-049	16	0	16	0	0	0	0
114612	2020	7	07-050	0	0	0	0	0	0	0
114612	2020	7	07-051	0	0	0	0	0	0	0
114612	2020	7	07-053	0	0	0	0	0	0	0
114612	2020	7	07-054	0	0	0	0	0	0	0
114612	2020	7	07-055	0	0	0	0	0	0	0
114612	2020	7	07-056	0	0	0	0	0	0	0
114612	2020	7	07-057	0	0	0	0	0	0	0
114612	2020	7	07-058	0	0	0	0	0	0	0
114612	2020	7	07-059	0	0	0	0	0	0	0
114612	2020	7	07-060	0	0	0	0	0	0	0
114612	2020	7	07-061	0	0	0	0	0	0	0
114612	2020	7	07-062	0	0	0	0	0	0	0
114612	2020	7	07-063	0	0	0	0	0	0	0
114612	2020	7	07-064	0	0	0	0	0	0	0
114612	2020	7	07-065	0	0	0	0	0	0	0
114612	2020	7	07-066	0	0	0	0	0	0	0
114612	2020	7	07-067	0	0	0	0	0	0	0
114612	2020	7	07-068	0	0	0	0	0	0	0
114612	2020	8	07-002	0	0	0	0	0	0	0
114612	2020	8	07-003	0	0	0	0	0	0	0
114612	2020	8	07-004	0	0	0	0	0	0	0
114612	2020	8	07-005	0	0	0	0	0	0	0
114612	2020	8	07-006	0	0	0	0	0	0	0
114612	2020	8	07-007	0	0	0	0	0	0	0
114612	2020	8	07-008	0	0	0	0	0	0	0
114612	2020	8	07-009	0	0	0	0	0	0	0
114612	2020	8	07-010	0	0	0	0	0	0	0
114612	2020	8	07-011	0	0	0	0	0	0	0
114612	2020	8	07-012	0	0	0	0	0	0	0
114612	2020	8	07-013	0	0	0	0	0	0	0
114612	2020	8	07-014	0	0	0	0	0	0	0
114612	2020	8	07-015	0	0	0	0	0	0	0
114612	2020	8	07-016	0	0	0	0	0	0	0
114612	2020	8	07-017	0	0	0	0	0	0	0
114612	2020	8	07-018	0	0	0	0	0	0	0
114612	2020	8	07-019	0	0	0	0	0	0	0
114612	2020	8	07-020	0	0	0	0	0	0	0
114612	2020	8	07-021	0	0	0	0	0	0	0
114612	2020	8	07-022	0	0	0	0	0	0	0
114612	2020	8	07-023	0	0	0	0	0	0	0
114612	2020	8	07-024	0	0	0	0	0	0	0
114612	2020	8	07-025	0	0	0	0	0	0	0
114612	2020	8	07-026	0	0	0	0	0	0	0
114612	2020	8	07-028	0	0	0	0	0	0	0
114612	2020	8	07-028-x	0	0	0	0	0	0	0
114612	2020	8	07-029	0	0	0	0	0	0	0
114612	2020	8	07-030	0	0	0	0	0	0	0
114612	2020	8	07-035	0	0	0	0	0	0	0
114612	2020	8	07-037	0	0	0	0	0	0	0
114612	2020	8	07-038	0	0	0	0	0	0	0
114612	2020	8	07-039	0	0	0	0	0	0	0
114612	2020	8	07-040	0	0	0	0	0	0	0
114612	2020	8	07-041	0	0	0	0	0	0	0
114612	2020	8	07-042	0	0	0	0	0	0	0
114612	2020	8	07-044	0	0	0	0	0	0	0
114612	2020	8	07-045	0	0	0	0	0	0	0
114612	2020	8	07-046	0	0	0	0	0	0	0
114612	2020	8	07-047	0	0	0	0	0	0	0
114612	2020	8	07-048	92	0	92	0	0	0	0
114612	2020	8	07-049	0	0	0	0	0	0	0
114612	2020	8	07-050	0	0	0	0	0	0	0
114612	2020	8	07-051	0	0	0	0	0	0	0
114612	2020	8	07-053	0	0	0	0	0	0	0
114612	2020	8	07-054	0	0	0	0	0	0	0
114612	2020	8	07-055	0	0	0	0	0	0	0
114612	2020	8	07-056	0	0	0	0	0	0	0
114612	2020	8	07-057	0	0	0	0	0	0	0
114612	2020	8	07-058	0	0	0	0	0	0	0
114612	2020	8	07-059	0	0	0	0	0	0	0
114612	2020	8	07-060	0	0	0	0	0	0	0
114612	2020	8	07-061	0	0	0	0	0	0	0
114612	2020	8	07-062	0	0	0	0	0	0	0
114612	2020	8	07-063	0	0	0	0	0	0	0
114612	2020	8	07-064	0	0	0	0	0	0	0
114612	2020	8	07-065	0	0	0	0	0	0	0
114612	2020	8	07-066	0	0	0	0	0	0	0
114612	2020	8	07-067	0	0	0	0	0	0	0
114612	2020	8	07-068	0	0	0	0	0	0	0
114612	2020	9	07-002	0	0	0	0	0	0	0
114612	2020	9	07-003	0	0	0	0	0	0	0
114612	2020	9	07-004	0	0	0	0	0	0	0
114612	2020	9	07-005	0	0	0	0	0	0	0
114612	2020	9	07-006	0	0	0	0	0	0	0
114612	2020	9	07-007	0	0	0	0	0	0	0
114612	2020	9	07-008	0	0	0	0	0	0	0
114612	2020	9	07-009	0	0	0	0	0	0	0
114612	2020	9	07-010	0	0	0	0	0	0	0
114612	2020	9	07-011	0	0	0	0	0	0	0
114612	2020	9	07-012	0	0	0	0	0	0	0
114612	2020	9	07-013	0	0	0	0	0	0	0
114612	2020	9	07-014	0	0	0	0	0	0	0
114612	2020	9	07-015	0	0	0	0	0	0	0
114612	2020	9	07-016	0	0	0	0	0	0	0
114612	2020	9	07-017	0	0	0	0	0	0	0
114612	2020	9	07-018	0	0	0	0	0	0	0
114612	2020	9	07-019	0	0	0	0	0	0	0
114612	2020	9	07-020	0	0	0	0	0	0	0
114612	2020	9	07-021	0	0	0	0	0	0	0
114612	2020	9	07-022	0	0	0	0	0	0	0
114612	2020	9	07-023	0	0	0	0	0	0	0
114612	2020	9	07-024	0	0	0	0	0	0	0
114612	2020	9	07-025	0	0	0	0	0	0	0
114612	2020	9	07-026	0	0	0	0	0	0	0
114612	2020	9	07-028	0	0	0	0	0	0	0
114612	2020	9	07-028-x	0	0	0	0	0	0	0
114612	2020	9	07-029	0	0	0	0	0	0	0
114612	2020	9	07-030	0	0	0	0	0	0	0
114612	2020	9	07-035	0	0	0	0	0	0	0
114612	2020	9	07-037	0	0	0	0	0	0	0
114612	2020	9	07-038	0	0	0	0	0	0	0
114612	2020	9	07-039	0	0	0	0	0	0	0
114612	2020	9	07-040	0	0	0	0	0	0	0
114612	2020	9	07-041	0	0	0	0	0	0	0
114612	2020	9	07-042	0	0	0	0	0	0	0
114612	2020	9	07-044	0	0	0	0	0	0	0
114612	2020	9	07-045	0	0	0	0	0	0	0
114612	2020	9	07-046	0	0	0	0	0	0	0
114612	2020	9	07-047	0	0	0	0	0	0	0
114612	2020	9	07-048	99	0	99	0	0	0	0
114612	2020	9	07-049	0	0	0	0	0	0	0
114612	2020	9	07-050	0	0	0	0	0	0	0
114612	2020	9	07-051	0	0	0	0	0	0	0
114612	2020	9	07-053	0	0	0	0	0	0	0
114612	2020	9	07-054	0	0	0	0	0	0	0
114612	2020	9	07-055	0	0	0	0	0	0	0
114612	2020	9	07-056	0	0	0	0	0	0	0
114612	2020	9	07-057	0	0	0	0	0	0	0
114612	2020	9	07-058	0	0	0	0	0	0	0
114612	2020	9	07-059	0	0	0	0	0	0	0
114612	2020	9	07-060	0	0	0	0	0	0	0
114612	2020	9	07-061	0	0	0	0	0	0	0
114612	2020	9	07-062	0	0	0	0	0	0	0
114612	2020	9	07-063	0	0	0	0	0	0	0
114612	2020	9	07-064	0	0	0	0	0	0	0
114612	2020	9	07-065	0	0	0	0	0	0	0
114612	2020	9	07-066	0	0	0	0	0	0	0
114612	2020	9	07-067	0	0	0	0	0	0	0
114612	2020	9	07-068	0	0	0	0	0	0	0
114612	2020	10	07-002	0	0	0	0	0	0	0
114612	2020	10	07-003	0	0	0	0	0	0	0
114612	2020	10	07-004	0	0	0	0	0	0	0
114612	2020	10	07-005	0	0	0	0	0	0	0
114612	2020	10	07-006	0	0	0	0	0	0	0
114612	2020	10	07-007	0	0	0	0	0	0	0
114612	2020	10	07-008	0	0	0	0	0	0	0
114612	2020	10	07-009	0	0	0	0	0	0	0
114612	2020	10	07-010	0	0	0	0	0	0	0
114612	2020	10	07-011	0	0	0	0	0	0	0
114612	2020	10	07-012	0	0	0	0	0	0	0
114612	2020	10	07-013	0	0	0	0	0	0	0
114612	2020	10	07-014	0	0	0	0	0	0	0
114612	2020	10	07-015	0	0	0	0	0	0	0
114612	2020	10	07-016	0	0	0	0	0	0	0
114612	2020	10	07-017	0	0	0	0	0	0	0
114612	2020	10	07-018	0	0	0	0	0	0	0
114612	2020	10	07-019	0	0	0	0	0	0	0
114612	2020	10	07-020	0	0	0	0	0	0	0
114612	2020	10	07-021	0	0	0	0	0	0	0
114612	2020	10	07-022	0	0	0	0	0	0	0
114612	2020	10	07-023	0	0	0	0	0	0	0
114612	2020	10	07-024	0	0	0	0	0	0	0
114612	2020	10	07-025	0	0	0	0	0	0	0
114612	2020	10	07-026	0	0	0	0	0	0	0
114612	2020	10	07-028	0	0	0	0	0	0	0
114612	2020	10	07-028-x	0	0	0	0	0	0	0
114612	2020	10	07-029	0	0	0	0	0	0	0
114612	2020	10	07-030	0	0	0	0	0	0	0
114612	2020	10	07-035	0	0	0	0	0	0	0
114612	2020	10	07-037	0	0	0	0	0	0	0
114612	2020	10	07-038	0	0	0	0	0	0	0
114612	2020	10	07-039	0	0	0	0	0	0	0
114612	2020	10	07-040	0	0	0	0	0	0	0
114612	2020	10	07-041	0	0	0	0	0	0	0
114612	2020	10	07-042	0	0	0	0	0	0	0
114612	2020	10	07-044	0	0	0	0	0	0	0
114612	2020	10	07-045	0	0	0	0	0	0	0
114612	2020	10	07-046	0	0	0	0	0	0	0
114612	2020	10	07-047	0	0	0	0	0	0	0
114612	2020	10	07-048	118	0	118	0	0	0	0
114612	2020	10	07-049	0	0	0	0	0	0	0
114612	2020	10	07-050	0	0	0	0	0	0	0
114612	2020	10	07-051	0	0	0	0	0	0	0
114612	2020	10	07-053	0	0	0	0	0	0	0
114612	2020	10	07-054	0	0	0	0	0	0	0
114612	2020	10	07-055	0	0	0	0	0	0	0
114612	2020	10	07-056	0	0	0	0	0	0	0
114612	2020	10	07-057	0	0	0	0	0	0	0
114612	2020	10	07-058	0	0	0	0	0	0	0
114612	2020	10	07-059	0	0	0	0	0	0	0
114612	2020	10	07-060	0	0	0	0	0	0	0
114612	2020	10	07-061	0	0	0	0	0	0	0
114612	2020	10	07-062	0	0	0	0	0	0	0
114612	2020	10	07-063	0	0	0	0	0	0	0
114612	2020	10	07-064	0	0	0	0	0	0	0
114612	2020	10	07-065	0	0	0	0	0	0	0
114612	2020	10	07-066	0	0	0	0	0	0	0
114612	2020	10	07-067	0	0	0	0	0	0	0
114612	2020	10	07-068	0	0	0	0	0	0	0
114612	2020	11	07-002	0	0	0	0	0	0	0
114612	2020	11	07-003	0	0	0	0	0	0	0
114612	2020	11	07-004	0	0	0	0	0	0	0
114612	2020	11	07-005	0	0	0	0	0	0	0
114612	2020	11	07-006	0	0	0	0	0	0	0
114612	2020	11	07-007	0	0	0	0	0	0	0
114612	2020	11	07-008	0	0	0	0	0	0	0
114612	2020	11	07-009	0	0	0	0	0	0	0
114612	2020	11	07-010	0	0	0	0	0	0	0
114612	2020	11	07-011	0	0	0	0	0	0	0
114612	2020	11	07-012	0	0	0	0	0	0	0
114612	2020	11	07-013	0	0	0	0	0	0	0
114612	2020	11	07-014	0	0	0	0	0	0	0
114612	2020	11	07-015	0	0	0	0	0	0	0
114612	2020	11	07-016	0	0	0	0	0	0	0
114612	2020	11	07-017	0	0	0	0	0	0	0
114612	2020	11	07-018	0	0	0	0	0	0	0
114612	2020	11	07-019	0	0	0	0	0	0	0
114612	2020	11	07-020	0	0	0	0	0	0	0
114612	2020	11	07-021	0	0	0	0	0	0	0
114612	2020	11	07-022	0	0	0	0	0	0	0
114612	2020	11	07-023	0	0	0	0	0	0	0
114612	2020	11	07-024	0	0	0	0	0	0	0
114612	2020	11	07-025	0	0	0	0	0	0	0
114612	2020	11	07-026	0	0	0	0	0	0	0
114612	2020	11	07-028	0	0	0	0	0	0	0
114612	2020	11	07-028-x	0	0	0	0	0	0	0
114612	2020	11	07-029	0	0	0	0	0	0	0
114612	2020	11	07-030	0	0	0	0	0	0	0
114612	2020	11	07-035	0	0	0	0	0	0	0
114612	2020	11	07-037	0	0	0	0	0	0	0
114612	2020	11	07-038	0	0	0	0	0	0	0
114612	2020	11	07-039	0	0	0	0	0	0	0
114612	2020	11	07-040	0	0	0	0	0	0	0
114612	2020	11	07-041	0	0	0	0	0	0	0
114612	2020	11	07-042	0	0	0	0	0	0	0
114612	2020	11	07-044	0	0	0	0	0	0	0
114612	2020	11	07-045	0	0	0	0	0	0	0
114612	2020	11	07-046	0	0	0	0	0	0	0
114612	2020	11	07-047	0	0	0	0	0	0	0
114612	2020	11	07-048	146	0	146	0	0	0	0
114612	2020	11	07-049	0	0	0	0	0	0	0
114612	2020	11	07-050	0	0	0	0	0	0	0
114612	2020	11	07-051	0	0	0	0	0	0	0
114612	2020	11	07-053	0	0	0	0	0	0	0
114612	2020	11	07-054	0	0	0	0	0	0	0
114612	2020	11	07-055	0	0	0	0	0	0	0
114612	2020	11	07-056	0	0	0	0	0	0	0
114612	2020	11	07-057	0	0	0	0	0	0	0
114612	2020	11	07-058	0	0	0	0	0	0	0
114612	2020	11	07-059	0	0	0	0	0	0	0
114612	2020	11	07-060	0	0	0	0	0	0	0
114612	2020	11	07-061	0	0	0	0	0	0	0
114612	2020	11	07-062	0	0	0	0	0	0	0
114612	2020	11	07-063	0	0	0	0	0	0	0
114612	2020	11	07-064	0	0	0	0	0	0	0
114612	2020	11	07-065	0	0	0	0	0	0	0
114612	2020	11	07-066	0	0	0	0	0	0	0
114612	2020	11	07-067	0	0	0	0	0	0	0
114612	2020	11	07-068	0	0	0	0	0	0	0
114612	2020	12	07-002	0	0	0	0	0	0	0
114612	2020	12	07-003	0	0	0	0	0	0	0
114612	2020	12	07-004	0	0	0	0	0	0	0
114612	2020	12	07-005	0	0	0	0	0	0	0
114612	2020	12	07-006	0	0	0	0	0	0	0
114612	2020	12	07-007	0	0	0	0	0	0	0
114612	2020	12	07-008	0	0	0	0	0	0	0
114612	2020	12	07-009	0	0	0	0	0	0	0
114612	2020	12	07-010	0	0	0	0	0	0	0
114612	2020	12	07-011	0	0	0	0	0	0	0
114612	2020	12	07-012	0	0	0	0	0	0	0
114612	2020	12	07-013	0	0	0	0	0	0	0
114612	2020	12	07-014	0	0	0	0	0	0	0
114612	2020	12	07-015	0	0	0	0	0	0	0
114612	2020	12	07-016	0	0	0	0	0	0	0
114612	2020	12	07-017	0	0	0	0	0	0	0
114612	2020	12	07-018	0	0	0	0	0	0	0
114612	2020	12	07-019	0	0	0	0	0	0	0
114612	2020	12	07-020	0	0	0	0	0	0	0
114612	2020	12	07-021	0	0	0	0	0	0	0
114612	2020	12	07-022	0	0	0	0	0	0	0
114612	2020	12	07-023	0	0	0	0	0	0	0
114612	2020	12	07-024	0	0	0	0	0	0	0
114612	2020	12	07-025	0	0	0	0	0	0	0
114612	2020	12	07-026	0	0	0	0	0	0	0
114612	2020	12	07-028	0	0	0	0	0	0	0
114612	2020	12	07-028-x	0	0	0	0	0	0	0
114612	2020	12	07-029	0	0	0	0	0	0	0
114612	2020	12	07-030	0	0	0	0	0	0	0
114612	2020	12	07-035	0	0	0	0	0	0	0
114612	2020	12	07-037	0	0	0	0	0	0	0
114612	2020	12	07-038	0	0	0	0	0	0	0
114612	2020	12	07-039	0	0	0	0	0	0	0
114612	2020	12	07-040	0	0	0	0	0	0	0
114612	2020	12	07-041	0	0	0	0	0	0	0
114612	2020	12	07-042	0	0	0	0	0	0	0
114612	2020	12	07-044	0	0	0	0	0	0	0
114612	2020	12	07-045	0	0	0	0	0	0	0
114612	2020	12	07-046	0	0	0	0	0	0	0
114612	2020	12	07-047	0	0	0	0	0	0	0
114612	2020	12	07-048	111	0	111	0	0	0	0
114612	2020	12	07-049	0	0	0	0	0	0	0
114612	2020	12	07-050	0	0	0	0	0	0	0
114612	2020	12	07-051	0	0	0	0	0	0	0
114612	2020	12	07-053	0	0	0	0	0	0	0
114612	2020	12	07-054	0	0	0	0	0	0	0
114612	2020	12	07-055	0	0	0	0	0	0	0
114612	2020	12	07-056	0	0	0	0	0	0	0
114612	2020	12	07-057	0	0	0	0	0	0	0
114612	2020	12	07-058	0	0	0	0	0	0	0
114612	2020	12	07-059	0	0	0	0	0	0	0
114612	2020	12	07-060	0	0	0	0	0	0	0
114612	2020	12	07-061	0	0	0	0	0	0	0
114612	2020	12	07-062	0	0	0	0	0	0	0
